Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type
11.68,Regular,0.142,Fruits and Vegetables,142.45,2009,Medium,Tier 2,Supermarket Type2
11.73,Low Sugar,0.144,Canned,164.52,2009,Medium,Tier 2,Supermarket Type2
12.28,No Sugar,0.012,Household,206.85,1987,High,Tier 2,Supermarket Type1
10.86,Low Sugar,0.058,Snack Foods,161.79,2009,Medium,Tier 2,Supermarket Type2
11.77,Low Sugar,0.025,Dairy,152.22,1999,Medium,Tier 1,Departmental Store
17.11,Regular,0.065,Snack Foods,180.36,1999,Medium,Tier 1,Departmental Store
11.49,reg,0.11,Snack Foods,135.98,2009,Medium,Tier 2,Supermarket Type2
13.31,Regular,0.074,Snack Foods,134.89,2009,Medium,Tier 2,Supermarket Type2
10.89,Regular,0.142,Frozen Foods,112.77,1987,High,Tier 2,Supermarket Type1
15.26,Low Sugar,0.168,Baking Goods,173.03,1987,High,Tier 2,Supermarket Type1
8.27,No Sugar,0.075,Health and Hygiene,156.11,2009,Medium,Tier 2,Supermarket Type2
14.88,Regular,0.099,Canned,146.81,2009,Medium,Tier 2,Supermarket Type2
12.44,Low Sugar,0.093,Dairy,137.86,1998,Small,Tier 3,Food Mart
12.44,Low Sugar,0.061,Canned,137.09,2009,Medium,Tier 2,Supermarket Type2
12.32,Regular,0.032,Soft Drinks,181.1,1987,High,Tier 2,Supermarket Type1
18.12,Low Sugar,0.031,Dairy,202.1,1999,Medium,Tier 1,Departmental Store
13.21,Low Sugar,0.059,Soft Drinks,151.87,2009,Medium,Tier 2,Supermarket Type2
7.72,Low Sugar,0.07,Fruits and Vegetables,123.45,1998,Small,Tier 3,Food Mart
11.8,No Sugar,0.046,Household,164.82,2009,Medium,Tier 2,Supermarket Type2
14.19,Low Sugar,0.08,Fruits and Vegetables,143.34,2009,Medium,Tier 2,Supermarket Type2
13.09,Low Sugar,0.112,Soft Drinks,123.09,2009,Medium,Tier 2,Supermarket Type2
12.01,Regular,0.019,Canned,134.17,2009,Medium,Tier 2,Supermarket Type2
15.55,Low Sugar,0.054,Frozen Foods,175.65,1987,High,Tier 2,Supermarket Type1
14.84,Low Sugar,0.064,Dairy,135.55,2009,Medium,Tier 2,Supermarket Type2
12.04,No Sugar,0.064,Health and Hygiene,99.19,1987,High,Tier 2,Supermarket Type1
17.15,Low Sugar,0.094,Baking Goods,182.91,1999,Medium,Tier 1,Departmental Store
9.77,Low Sugar,0.03,Dairy,132.65,2009,Medium,Tier 2,Supermarket Type2
9.88,Low Sugar,0.032,Snack Foods,142.22,2009,Medium,Tier 2,Supermarket Type2
11.85,Low Sugar,0.137,Breads,172.17,2009,Medium,Tier 2,Supermarket Type2
15.83,Low Sugar,0.065,Frozen Foods,180.77,1987,High,Tier 2,Supermarket Type1
10.71,Regular,0.066,Canned,118.97,1987,High,Tier 2,Supermarket Type1
11.45,Low Sugar,0.034,Dairy,133.9,2009,Medium,Tier 2,Supermarket Type2
10.09,Low Sugar,0.038,Frozen Foods,129.34,2009,Medium,Tier 2,Supermarket Type2
10.15,No Sugar,0.016,Household,104.0,1998,Small,Tier 3,Food Mart
14.76,No Sugar,0.161,Household,188.48,1987,High,Tier 2,Supermarket Type1
13.89,Low Sugar,0.016,Breads,143.01,2009,Medium,Tier 2,Supermarket Type2
14.53,Low Sugar,0.092,Breads,218.91,1999,Medium,Tier 1,Departmental Store
12.68,Low Sugar,0.017,Snack Foods,102.94,2009,Medium,Tier 2,Supermarket Type2
13.48,Regular,0.129,Frozen Foods,142.83,2009,Medium,Tier 2,Supermarket Type2
12.41,No Sugar,0.042,Health and Hygiene,166.09,2009,Medium,Tier 2,Supermarket Type2
9.82,Low Sugar,0.045,Baking Goods,128.34,1987,High,Tier 2,Supermarket Type1
10.3,Low Sugar,0.116,Soft Drinks,130.39,2009,Medium,Tier 2,Supermarket Type2
13.14,Regular,0.034,Frozen Foods,97.35,2009,Medium,Tier 2,Supermarket Type2
11.92,Regular,0.031,Dairy,138.42,1998,Small,Tier 3,Food Mart
10.94,Low Sugar,0.138,Dairy,121.01,2009,Medium,Tier 2,Supermarket Type2
11.65,Low Sugar,0.058,Fruits and Vegetables,135.76,2009,Medium,Tier 2,Supermarket Type2
11.48,Low Sugar,0.122,Dairy,153.27,2009,Medium,Tier 2,Supermarket Type2
11.72,Low Sugar,0.022,Meat,133.1,2009,Medium,Tier 2,Supermarket Type2
15.11,No Sugar,0.014,Health and Hygiene,176.72,1987,High,Tier 2,Supermarket Type1
13.67,Low Sugar,0.028,Frozen Foods,141.51,2009,Medium,Tier 2,Supermarket Type2
10.8,No Sugar,0.07,Health and Hygiene,135.13,2009,Medium,Tier 2,Supermarket Type2
15.97,Low Sugar,0.011,Meat,169.76,1987,High,Tier 2,Supermarket Type1
13.57,reg,0.044,Dairy,121.38,2009,Medium,Tier 2,Supermarket Type2
16.24,Low Sugar,0.032,Fruits and Vegetables,196.44,1999,Medium,Tier 1,Departmental Store
14.3,Low Sugar,0.076,Dairy,159.21,1987,High,Tier 2,Supermarket Type1
14.4,Low Sugar,0.021,Dairy,174.68,1999,Medium,Tier 1,Departmental Store
12.26,No Sugar,0.159,Household,124.22,2009,Medium,Tier 2,Supermarket Type2
12.71,Low Sugar,0.18,Fruits and Vegetables,183.54,1999,Medium,Tier 1,Departmental Store
16.09,Regular,0.138,Fruits and Vegetables,161.68,1987,High,Tier 2,Supermarket Type1
7.11,Low Sugar,0.065,Frozen Foods,96.54,1998,Small,Tier 3,Food Mart
13.08,Low Sugar,0.128,Meat,146.35,2009,Medium,Tier 2,Supermarket Type2
9.2,Low Sugar,0.081,Snack Foods,108.37,1998,Small,Tier 3,Food Mart
16.15,Regular,0.185,Canned,168.51,1987,High,Tier 2,Supermarket Type1
13.44,Low Sugar,0.011,Hard Drinks,153.62,2009,Medium,Tier 2,Supermarket Type2
11.99,Regular,0.081,Dairy,122.18,2009,Medium,Tier 2,Supermarket Type2
12.58,Regular,0.174,Frozen Foods,110.83,2009,Medium,Tier 2,Supermarket Type2
10.85,Regular,0.111,Soft Drinks,102.41,1998,Small,Tier 3,Food Mart
13.73,Low Sugar,0.027,Fruits and Vegetables,157.0,2009,Medium,Tier 2,Supermarket Type2
14.94,Low Sugar,0.098,Canned,132.02,2009,Medium,Tier 2,Supermarket Type2
12.33,Regular,0.16,Meat,111.53,2009,Medium,Tier 2,Supermarket Type2
17.33,No Sugar,0.038,Health and Hygiene,195.06,1999,Medium,Tier 1,Departmental Store
13.51,Low Sugar,0.047,Baking Goods,144.06,2009,Medium,Tier 2,Supermarket Type2
11.49,Low Sugar,0.06,Dairy,94.19,1998,Small,Tier 3,Food Mart
10.1,Low Sugar,0.006,Fruits and Vegetables,117.76,1998,Small,Tier 3,Food Mart
13.75,Low Sugar,0.038,Snack Foods,150.43,2009,Medium,Tier 2,Supermarket Type2
14.52,Regular,0.019,Baking Goods,214.98,1999,Medium,Tier 1,Departmental Store
13.45,Regular,0.106,Baking Goods,141.05,2009,Medium,Tier 2,Supermarket Type2
11.47,Low Sugar,0.058,Meat,178.4,2009,Medium,Tier 2,Supermarket Type2
16.03,Low Sugar,0.064,Meat,194.26,1999,Medium,Tier 1,Departmental Store
19.82,Low Sugar,0.014,Canned,210.94,1998,Small,Tier 3,Food Mart
11.74,No Sugar,0.026,Household,123.21,2009,Medium,Tier 2,Supermarket Type2
15.79,Low Sugar,0.069,Canned,144.12,1987,High,Tier 2,Supermarket Type1
14.77,Low Sugar,0.077,Starchy Foods,187.72,1987,High,Tier 2,Supermarket Type1
13.7,Low Sugar,0.07,Snack Foods,183.45,1999,Medium,Tier 1,Departmental Store
13.06,Regular,0.191,Snack Foods,151.96,2009,Medium,Tier 2,Supermarket Type2
12.95,No Sugar,0.085,Household,107.38,2009,Medium,Tier 2,Supermarket Type2
13.04,Low Sugar,0.028,Breads,126.64,1999,Medium,Tier 1,Departmental Store
13.05,Regular,0.014,Frozen Foods,169.41,1987,High,Tier 2,Supermarket Type1
14.77,No Sugar,0.041,Others,130.2,1999,Medium,Tier 1,Departmental Store
14.32,Regular,0.03,Frozen Foods,194.4,1987,High,Tier 2,Supermarket Type1
11.54,Regular,0.071,Soft Drinks,107.03,1987,High,Tier 2,Supermarket Type1
16.12,No Sugar,0.12,Health and Hygiene,175.82,1987,High,Tier 2,Supermarket Type1
15.27,Regular,0.082,Soft Drinks,144.22,2009,Medium,Tier 2,Supermarket Type2
11.77,Regular,0.068,Canned,140.05,2009,Medium,Tier 2,Supermarket Type2
10.85,Regular,0.066,Baking Goods,143.92,2009,Medium,Tier 2,Supermarket Type2
11.01,Low Sugar,0.147,Fruits and Vegetables,92.24,1998,Small,Tier 3,Food Mart
10.55,Regular,0.08,Snack Foods,94.69,1998,Small,Tier 3,Food Mart
8.49,Low Sugar,0.083,Snack Foods,133.15,1998,Small,Tier 3,Food Mart
9.75,Low Sugar,0.009,Snack Foods,116.15,1998,Small,Tier 3,Food Mart
14.54,Low Sugar,0.128,Dairy,175.77,1999,Medium,Tier 1,Departmental Store
15.98,Low Sugar,0.106,Snack Foods,169.63,1987,High,Tier 2,Supermarket Type1
12.4,Regular,0.086,Fruits and Vegetables,187.48,1999,Medium,Tier 1,Departmental Store
9.77,Low Sugar,0.055,Canned,139.51,2009,Medium,Tier 2,Supermarket Type2
11.14,Regular,0.016,Canned,109.91,1987,High,Tier 2,Supermarket Type1
13.81,No Sugar,0.013,Health and Hygiene,170.97,1999,Medium,Tier 1,Departmental Store
17.24,Low Sugar,0.034,Dairy,205.11,1999,Medium,Tier 1,Departmental Store
11.48,Low Sugar,0.097,Canned,148.56,2009,Medium,Tier 2,Supermarket Type2
13.08,No Sugar,0.052,Health and Hygiene,202.0,1999,Medium,Tier 1,Departmental Store
8.34,Regular,0.024,Canned,125.95,1998,Small,Tier 3,Food Mart
12.51,Low Sugar,0.043,Dairy,102.78,2009,Medium,Tier 2,Supermarket Type2
14.74,Regular,0.083,Soft Drinks,167.42,1999,Medium,Tier 1,Departmental Store
14.14,No Sugar,0.064,Household,119.88,2009,Medium,Tier 2,Supermarket Type2
13.21,Low Sugar,0.067,Snack Foods,157.8,2009,Medium,Tier 2,Supermarket Type2
13.77,Low Sugar,0.107,Breakfast,130.94,2009,Medium,Tier 2,Supermarket Type2
12.82,Regular,0.184,Baking Goods,133.98,2009,Medium,Tier 2,Supermarket Type2
12.02,Low Sugar,0.163,Fruits and Vegetables,123.66,2009,Medium,Tier 2,Supermarket Type2
14.08,Low Sugar,0.047,Dairy,133.08,2009,Medium,Tier 2,Supermarket Type2
11.72,Low Sugar,0.054,Snack Foods,143.43,2009,Medium,Tier 2,Supermarket Type2
13.68,Low Sugar,0.041,Hard Drinks,196.53,1987,High,Tier 2,Supermarket Type1
13.28,Low Sugar,0.084,Meat,148.86,2009,Medium,Tier 2,Supermarket Type2
9.64,No Sugar,0.03,Household,141.23,2009,Medium,Tier 2,Supermarket Type2
12.1,Low Sugar,0.12,Baking Goods,126.21,2009,Medium,Tier 2,Supermarket Type2
10.33,Low Sugar,0.047,Snack Foods,133.86,2009,Medium,Tier 2,Supermarket Type2
7.13,Low Sugar,0.074,Frozen Foods,83.24,1998,Small,Tier 3,Food Mart
12.48,Regular,0.214,Dairy,105.0,2009,Medium,Tier 2,Supermarket Type2
12.24,Low Sugar,0.136,Fruits and Vegetables,147.39,2009,Medium,Tier 2,Supermarket Type2
12.54,Low Sugar,0.023,Fruits and Vegetables,178.97,1987,High,Tier 2,Supermarket Type1
8.87,Low Sugar,0.088,Baking Goods,113.03,1998,Small,Tier 3,Food Mart
12.18,Low Sugar,0.097,Breads,137.39,2009,Medium,Tier 2,Supermarket Type2
12.17,Low Sugar,0.059,Meat,177.83,2009,Medium,Tier 2,Supermarket Type2
11.92,Low Sugar,0.028,Snack Foods,176.11,2009,Medium,Tier 2,Supermarket Type2
10.92,Regular,0.031,Dairy,110.63,1987,High,Tier 2,Supermarket Type1
13.34,Low Sugar,0.093,Meat,124.78,1999,Medium,Tier 1,Departmental Store
11.31,Low Sugar,0.152,Canned,146.11,2009,Medium,Tier 2,Supermarket Type2
10.66,Low Sugar,0.174,Starchy Foods,141.0,2009,Medium,Tier 2,Supermarket Type2
12.88,Regular,0.026,Baking Goods,89.6,1987,High,Tier 2,Supermarket Type1
11.01,Regular,0.117,Frozen Foods,114.6,1987,High,Tier 2,Supermarket Type1
11.59,Regular,0.015,Frozen Foods,136.89,2009,Medium,Tier 2,Supermarket Type2
14.02,Low Sugar,0.129,Canned,112.36,2009,Medium,Tier 2,Supermarket Type2
15.23,Low Sugar,0.047,Soft Drinks,158.9,1999,Medium,Tier 1,Departmental Store
15.03,Low Sugar,0.066,Dairy,117.04,2009,Medium,Tier 2,Supermarket Type2
12.47,Low Sugar,0.035,Soft Drinks,147.92,2009,Medium,Tier 2,Supermarket Type2
9.37,Low Sugar,0.049,Soft Drinks,94.63,1998,Small,Tier 3,Food Mart
15.12,Regular,0.058,Frozen Foods,133.4,2009,Medium,Tier 2,Supermarket Type2
12.88,Low Sugar,0.044,Snack Foods,98.09,2009,Medium,Tier 2,Supermarket Type2
15.52,Low Sugar,0.053,Canned,173.65,1987,High,Tier 2,Supermarket Type1
11.47,Regular,0.047,Dairy,130.27,2009,Medium,Tier 2,Supermarket Type2
11.1,Low Sugar,0.053,Breads,122.31,2009,Medium,Tier 2,Supermarket Type2
14.08,No Sugar,0.047,Household,173.2,1999,Medium,Tier 1,Departmental Store
17.42,Low Sugar,0.027,Baking Goods,143.85,1998,Small,Tier 3,Food Mart
15.14,Regular,0.031,Frozen Foods,166.7,1999,Medium,Tier 1,Departmental Store
14.14,Regular,0.02,Dairy,147.81,2009,Medium,Tier 2,Supermarket Type2
13.59,Low Sugar,0.069,Dairy,150.54,2009,Medium,Tier 2,Supermarket Type2
11.52,No Sugar,0.066,Others,109.74,1987,High,Tier 2,Supermarket Type1
13.7,No Sugar,0.116,Household,131.24,2009,Medium,Tier 2,Supermarket Type2
9.2,Regular,0.15,Canned,84.37,1998,Small,Tier 3,Food Mart
16.4,No Sugar,0.227,Health and Hygiene,158.93,1987,High,Tier 2,Supermarket Type1
14.76,Low Sugar,0.033,Frozen Foods,145.42,2009,Medium,Tier 2,Supermarket Type2
14.35,No Sugar,0.053,Household,173.04,1999,Medium,Tier 1,Departmental Store
13.36,Regular,0.104,Baking Goods,109.88,2009,Medium,Tier 2,Supermarket Type2
8.32,Low Sugar,0.084,Snack Foods,116.5,1998,Small,Tier 3,Food Mart
12.23,Low Sugar,0.054,Fruits and Vegetables,152.83,2009,Medium,Tier 2,Supermarket Type2
12.21,Low Sugar,0.205,Starchy Foods,142.68,2009,Medium,Tier 2,Supermarket Type2
7.02,Regular,0.029,Baking Goods,50.42,1998,Small,Tier 3,Food Mart
13.46,No Sugar,0.08,Household,148.75,2009,Medium,Tier 2,Supermarket Type2
11.48,Low Sugar,0.107,Meat,112.69,1987,High,Tier 2,Supermarket Type1
13.07,Low Sugar,0.045,Soft Drinks,161.18,2009,Medium,Tier 2,Supermarket Type2
9.37,Low Sugar,0.068,Snack Foods,104.81,1998,Small,Tier 3,Food Mart
10.46,Low Sugar,0.137,Baking Goods,117.84,1987,High,Tier 2,Supermarket Type1
10.72,Regular,0.119,Canned,127.9,2009,Medium,Tier 2,Supermarket Type2
14.42,Low Sugar,0.067,Baking Goods,181.17,1987,High,Tier 2,Supermarket Type1
14.93,Low Sugar,0.083,Soft Drinks,189.03,1987,High,Tier 2,Supermarket Type1
13.33,Regular,0.082,Dairy,135.39,2009,Medium,Tier 2,Supermarket Type2
14.28,No Sugar,0.169,Health and Hygiene,160.97,1987,High,Tier 2,Supermarket Type1
13.54,Low Sugar,0.1,Snack Foods,154.55,2009,Medium,Tier 2,Supermarket Type2
14.82,Regular,0.03,Baking Goods,190.42,1987,High,Tier 2,Supermarket Type1
10.02,Regular,0.132,Snack Foods,120.83,1987,High,Tier 2,Supermarket Type1
12.78,Low Sugar,0.169,Snack Foods,152.33,2009,Medium,Tier 2,Supermarket Type2
12.66,Regular,0.066,Fruits and Vegetables,117.41,2009,Medium,Tier 2,Supermarket Type2
13.04,Low Sugar,0.058,Snack Foods,91.53,1987,High,Tier 2,Supermarket Type1
10.54,reg,0.067,Canned,172.61,2009,Medium,Tier 2,Supermarket Type2
14.91,Low Sugar,0.1,Meat,166.86,1999,Medium,Tier 1,Departmental Store
11.43,Regular,0.065,Baking Goods,99.29,1998,Small,Tier 3,Food Mart
8.81,Low Sugar,0.157,Snack Foods,167.03,2009,Medium,Tier 2,Supermarket Type2
14.61,Low Sugar,0.093,Starchy Foods,147.49,2009,Medium,Tier 2,Supermarket Type2
12.75,Regular,0.007,Snack Foods,146.47,2009,Medium,Tier 2,Supermarket Type2
11.2,Regular,0.069,Snack Foods,124.4,2009,Medium,Tier 2,Supermarket Type2
7.94,Low Sugar,0.012,Hard Drinks,131.06,1998,Small,Tier 3,Food Mart
14.72,Regular,0.033,Snack Foods,183.18,1987,High,Tier 2,Supermarket Type1
14.91,Regular,0.037,Snack Foods,182.95,1987,High,Tier 2,Supermarket Type1
16.9,Low Sugar,0.122,Meat,243.98,1999,Medium,Tier 1,Departmental Store
12.77,No Sugar,0.083,Health and Hygiene,175.12,1987,High,Tier 2,Supermarket Type1
12.16,No Sugar,0.039,Household,124.07,2009,Medium,Tier 2,Supermarket Type2
10.37,Low Sugar,0.024,Fruits and Vegetables,126.19,2009,Medium,Tier 2,Supermarket Type2
14.34,Regular,0.021,Baking Goods,168.19,1999,Medium,Tier 1,Departmental Store
13.28,No Sugar,0.073,Household,154.5,2009,Medium,Tier 2,Supermarket Type2
16.1,Low Sugar,0.027,Meat,156.81,1999,Medium,Tier 1,Departmental Store
16.66,Regular,0.04,Meat,203.88,1999,Medium,Tier 1,Departmental Store
15.99,Low Sugar,0.038,Snack Foods,164.5,1987,High,Tier 2,Supermarket Type1
14.27,Low Sugar,0.01,Snack Foods,184.71,1987,High,Tier 2,Supermarket Type1
7.8,Low Sugar,0.036,Dairy,131.56,1998,Small,Tier 3,Food Mart
18.29,Low Sugar,0.142,Meat,146.15,1999,Medium,Tier 1,Departmental Store
10.76,Regular,0.017,Canned,174.58,2009,Medium,Tier 2,Supermarket Type2
11.25,Regular,0.046,Baking Goods,191.85,1987,High,Tier 2,Supermarket Type1
14.82,Low Sugar,0.027,Baking Goods,119.5,2009,Medium,Tier 2,Supermarket Type2
10.9,Low Sugar,0.029,Dairy,131.3,2009,Medium,Tier 2,Supermarket Type2
16.31,Low Sugar,0.076,Fruits and Vegetables,192.76,1999,Medium,Tier 1,Departmental Store
16.73,Low Sugar,0.066,Dairy,166.21,1987,High,Tier 2,Supermarket Type1
13.26,Low Sugar,0.037,Dairy,147.89,2009,Medium,Tier 2,Supermarket Type2
11.25,Low Sugar,0.009,Snack Foods,142.24,2009,Medium,Tier 2,Supermarket Type2
10.33,Regular,0.032,Snack Foods,159.28,2009,Medium,Tier 2,Supermarket Type2
11.0,No Sugar,0.041,Health and Hygiene,124.52,2009,Medium,Tier 2,Supermarket Type2
11.63,reg,0.045,Frozen Foods,139.5,2009,Medium,Tier 2,Supermarket Type2
11.79,Low Sugar,0.144,Fruits and Vegetables,145.5,2009,Medium,Tier 2,Supermarket Type2
14.62,Regular,0.086,Hard Drinks,153.14,1987,High,Tier 2,Supermarket Type1
11.45,Regular,0.052,Baking Goods,154.54,2009,Medium,Tier 2,Supermarket Type2
13.83,No Sugar,0.1,Health and Hygiene,134.77,2009,Medium,Tier 2,Supermarket Type2
13.13,Regular,0.03,Frozen Foods,165.99,2009,Medium,Tier 2,Supermarket Type2
12.74,No Sugar,0.085,Others,145.01,2009,Medium,Tier 2,Supermarket Type2
10.32,Low Sugar,0.024,Meat,117.27,1987,High,Tier 2,Supermarket Type1
9.16,Regular,0.018,Snack Foods,95.11,1998,Small,Tier 3,Food Mart
16.64,Regular,0.015,Meat,172.08,1999,Medium,Tier 1,Departmental Store
11.68,No Sugar,0.097,Health and Hygiene,129.87,1998,Small,Tier 3,Food Mart
15.7,Low Sugar,0.154,Frozen Foods,180.84,1987,High,Tier 2,Supermarket Type1
12.89,Low Sugar,0.059,Hard Drinks,148.99,2009,Medium,Tier 2,Supermarket Type2
12.13,Regular,0.073,Dairy,136.15,2009,Medium,Tier 2,Supermarket Type2
11.66,Low Sugar,0.055,Fruits and Vegetables,147.97,2009,Medium,Tier 2,Supermarket Type2
15.62,Low Sugar,0.102,Snack Foods,200.97,1999,Medium,Tier 1,Departmental Store
10.48,Low Sugar,0.169,Baking Goods,94.81,1998,Small,Tier 3,Food Mart
15.56,Regular,0.03,Fruits and Vegetables,137.87,2009,Medium,Tier 2,Supermarket Type2
12.66,Regular,0.115,Snack Foods,132.52,2009,Medium,Tier 2,Supermarket Type2
15.19,Low Sugar,0.023,Canned,199.94,1999,Medium,Tier 1,Departmental Store
15.47,Regular,0.07,Dairy,196.0,1987,High,Tier 2,Supermarket Type1
14.53,Regular,0.14,Snack Foods,154.61,1987,High,Tier 2,Supermarket Type1
9.14,Low Sugar,0.098,Fruits and Vegetables,117.87,1998,Small,Tier 3,Food Mart
12.29,Low Sugar,0.047,Breakfast,123.19,2009,Medium,Tier 2,Supermarket Type2
10.94,Low Sugar,0.051,Frozen Foods,133.62,2009,Medium,Tier 2,Supermarket Type2
14.93,Low Sugar,0.085,Snack Foods,174.03,1987,High,Tier 2,Supermarket Type1
13.41,Low Sugar,0.128,Canned,178.88,1999,Medium,Tier 1,Departmental Store
10.31,Low Sugar,0.133,Meat,114.65,1998,Small,Tier 3,Food Mart
11.53,Regular,0.083,Frozen Foods,158.53,2009,Medium,Tier 2,Supermarket Type2
15.62,Low Sugar,0.038,Starchy Foods,125.82,2009,Medium,Tier 2,Supermarket Type2
12.48,Low Sugar,0.066,Snack Foods,109.64,2009,Medium,Tier 2,Supermarket Type2
14.24,Regular,0.108,Soft Drinks,161.97,1987,High,Tier 2,Supermarket Type1
8.96,Regular,0.023,Hard Drinks,113.57,1998,Small,Tier 3,Food Mart
11.69,Low Sugar,0.011,Canned,135.43,2009,Medium,Tier 2,Supermarket Type2
10.63,Low Sugar,0.282,Snack Foods,96.15,1998,Small,Tier 3,Food Mart
13.37,No Sugar,0.161,Health and Hygiene,163.02,2009,Medium,Tier 2,Supermarket Type2
10.04,Low Sugar,0.162,Fruits and Vegetables,118.72,1998,Small,Tier 3,Food Mart
10.62,Low Sugar,0.036,Snack Foods,195.34,2009,Medium,Tier 2,Supermarket Type2
13.1,Low Sugar,0.035,Meat,119.36,2009,Medium,Tier 2,Supermarket Type2
12.54,No Sugar,0.1,Health and Hygiene,217.78,1987,High,Tier 2,Supermarket Type1
10.97,Low Sugar,0.045,Frozen Foods,117.36,1987,High,Tier 2,Supermarket Type1
10.0,Regular,0.006,Baking Goods,160.82,2009,Medium,Tier 2,Supermarket Type2
13.61,reg,0.082,Fruits and Vegetables,160.36,2009,Medium,Tier 2,Supermarket Type2
